flight_id,departure_city,destination_city,airline,departure_hour,distance_km,booking_days,is_weekend,flight_duration_hours,demand_level,price_usd
391,Seattle,San Francisco,Delta,15,3813,62,0,4.0,High,284.33
392,New York,Atlanta,American,7,3462,43,1,4.1,Low,166.43
393,Seattle,San Francisco,Delta,11,1967,49,1,2.4,High,223.84
394,Houston,Chicago,United,14,2662,27,1,2.8,Medium,298.76
395,Houston,Atlanta,United,9,1976,52,1,2.3,Low,150.0
396,Los Angeles,Boston,United,6,1465,24,1,2.0,High,255.7
397,Seattle,San Francisco,JetBlue,16,1614,1,0,2.0,Medium,280.57
398,Atlanta,Denver,JetBlue,9,1786,47,0,2.0,High,161.0
399,Boston,New York,United,5,1113,2,1,2.0,Medium,264.04
400,Denver,Atlanta,Delta,3,2005,10,1,2.4,Medium,350.71
401,Chicago,San Francisco,Delta,11,4264,46,0,5.1,Low,192.12
402,Houston,Miami,American,1,4388,4,1,4.5,High,600.0
403,Chicago,New York,Southwest,6,2271,72,0,2.5,High,213.98
404,Chicago,Boston,American,2,2901,15,0,3.4,Medium,250.77
405,Boston,Miami,Southwest,14,2988,19,0,3.5,Medium,264.99
406,New York,Atlanta,Delta,16,3293,38,1,3.4,High,304.72
407,Chicago,Houston,United,0,2786,57,1,3.8,Low,150.0
408,Seattle,Denver,JetBlue,15,2728,25,0,2.8,High,324.26
409,Boston,Los Angeles,American,16,3649,81,0,4.3,Low,162.64
410,Houston,New York,American,4,4709,75,1,5.1,High,350.05
411,Miami,Boston,Delta,6,1151,47,0,2.0,Medium,150.0
412,Chicago,Seattle,Southwest,10,1827,6,0,2.4,High,377.07
413,Los Angeles,New York,American,15,1652,4,0,2.0,High,365.93
414,Boston,Atlanta,Southwest,23,2117,26,0,3.0,Medium,223.38
415,New York,Atlanta,American,16,1558,26,0,2.0,Medium,167.55
416,San Francisco,Los Angeles,United,9,1119,37,1,2.0,Low,150.0
417,Houston,San Francisco,Delta,10,2058,23,0,2.2,Medium,193.98
418,Houston,New York,Southwest,4,4234,29,0,4.5,High,391.89
419,San Francisco,Miami,Delta,3,4291,34,0,4.7,High,296.53
420,Seattle,Boston,JetBlue,16,2137,23,0,2.7,High,278.05
421,Miami,Chicago,Delta,21,3697,44,1,4.5,Low,208.47
422,Houston,Chicago,Southwest,4,3255,71,0,4.0,Low,150.0
423,Houston,Boston,Southwest,6,1720,32,0,2.0,Medium,150.0
424,New York,Seattle,JetBlue,23,3639,23,1,3.9,Low,282.5
425,Houston,Boston,JetBlue,1,4491,26,0,5.1,High,437.41
426,Boston,San Francisco,American,14,1172,3,0,2.0,High,293.27
427,Seattle,Boston,Southwest,12,4947,23,1,5.0,Low,333.6
428,Miami,Boston,Delta,22,3959,34,0,4.6,High,260.31
429,Los Angeles,Seattle,JetBlue,16,2990,13,1,3.9,High,586.86
430,Miami,Atlanta,Delta,3,4204,3,0,5.1,Low,352.24
431,Seattle,Chicago,JetBlue,0,1081,87,1,2.0,Low,150.0
432,Atlanta,Seattle,Southwest,9,1226,18,1,2.0,Low,172.23
433,Boston,Los Angeles,JetBlue,1,4520,49,1,5.1,Medium,283.97
434,Atlanta,Chicago,Southwest,21,4672,84,0,5.1,Low,189.07
435,Seattle,Atlanta,JetBlue,19,1343,15,1,2.1,Low,150.0
436,New York,Boston,American,2,2285,44,1,3.0,Medium,189.53
437,Los Angeles,Atlanta,JetBlue,10,3464,27,1,4.1,High,445.42
438,Miami,Chicago,American,14,2220,40,0,2.6,High,194.88
439,Chicago,Houston,American,1,4551,59,0,5.5,Low,190.12
440,Denver,New York,Delta,3,1260,31,1,2.0,Medium,150.0
441,Miami,New York,Southwest,16,4688,48,1,5.6,Low,237.61
442,New York,Miami,JetBlue,21,4912,48,0,5.1,High,303.86
443,Los Angeles,San Francisco,JetBlue,23,2667,85,0,3.2,Medium,150.0
444,Denver,Atlanta,United,9,4673,22,0,5.0,Low,254.1
445,Boston,Atlanta,JetBlue,0,2488,68,1,2.6,High,258.14
446,Seattle,Atlanta,Southwest,18,3751,80,1,4.4,High,301.91
447,Seattle,Boston,Southwest,9,3692,56,0,3.9,High,250.79
448,Boston,Houston,JetBlue,20,4627,9,1,5.6,Low,459.6
449,Denver,Houston,American,6,1369,16,0,2.4,Medium,166.43
450,Atlanta,San Francisco,United,10,2625,19,0,3.5,High,305.37
451,Los Angeles,Seattle,Southwest,6,4863,17,1,5.2,Medium,393.04
452,Boston,Chicago,United,6,4439,25,0,4.5,High,427.56
453,Denver,Miami,United,9,3966,25,0,4.8,Low,247.6
454,Houston,Atlanta,Southwest,8,4451,69,0,4.6,High,288.19
455,Miami,Los Angeles,American,17,1575,49,0,2.0,High,172.93
456,New York,Chicago,American,10,1966,89,0,2.7,Medium,150.0
457,Boston,Seattle,Southwest,14,1458,48,0,2.0,High,170.73
458,New York,Denver,JetBlue,21,3338,41,1,3.6,Low,176.63
459,Atlanta,New York,JetBlue,3,4008,77,1,4.4,High,335.55
460,Atlanta,Houston,United,8,3049,55,0,3.9,Medium,190.06
461,Houston,Chicago,JetBlue,4,4821,82,1,5.2,Medium,272.84
462,Seattle,Los Angeles,United,5,1494,32,1,2.4,High,185.9
463,Boston,Los Angeles,JetBlue,8,3137,6,1,3.6,High,587.88
464,Los Angeles,Denver,American,3,3720,79,1,4.1,Low,173.6
465,Seattle,New York,American,0,4395,76,0,5.1,Low,166.06
466,Denver,San Francisco,American,19,3377,25,1,3.8,Low,271.81
467,Seattle,Denver,JetBlue,17,4889,69,0,5.3,High,310.26
468,Los Angeles,New York,United,16,4174,38,0,4.5,Low,156.27
469,Miami,Houston,United,3,4815,20,0,5.1,High,429.28
470,Atlanta,New York,American,6,3151,42,0,3.5,Medium,163.21
471,Miami,Boston,American,17,2031,32,1,2.8,Low,150.0
472,Boston,San Francisco,JetBlue,11,3033,7,0,3.2,Low,299.36
473,Seattle,Houston,JetBlue,17,4623,81,0,4.8,Medium,239.79
474,Boston,Atlanta,United,10,1369,36,0,2.0,Low,150.0
475,Miami,Houston,Delta,8,1975,17,1,2.2,Medium,247.05
476,Atlanta,New York,United,4,3456,66,0,4.3,High,256.8
477,Chicago,Los Angeles,JetBlue,22,1500,75,1,2.2,Low,150.0
478,Houston,Atlanta,Southwest,9,4166,63,0,4.8,High,281.79
479,Boston,Miami,JetBlue,18,4304,27,1,5.2,High,507.75
480,Boston,Houston,JetBlue,7,2283,11,1,2.8,Medium,389.14
481,Chicago,Denver,Southwest,5,2348,61,0,3.1,Low,150.0
482,Denver,Seattle,JetBlue,2,4409,85,1,4.8,High,353.36
483,Denver,Chicago,United,9,3393,79,0,4.0,High,238.58
484,Miami,Denver,Southwest,19,4019,9,0,4.2,Low,359.26
485,Boston,Seattle,Delta,10,2597,22,1,2.7,Medium,288.97
486,Atlanta,Houston,JetBlue,17,4300,66,1,4.4,Medium,268.37
487,New York,Miami,Delta,14,4065,50,1,4.7,High,337.57
488,Miami,Chicago,Delta,1,4047,83,0,4.3,Medium,200.27
489,Miami,Atlanta,Southwest,4,1966,66,0,2.8,Low,150.0
490,Houston,Denver,American,0,4831,48,0,5.6,Medium,225.97
491,Boston,Houston,Delta,15,2732,64,1,3.4,Medium,212.21
492,Denver,Miami,Delta,21,1892,67,1,2.0,High,210.31
493,Denver,Miami,American,1,1590,60,1,2.0,High,188.64
494,Seattle,New York,United,3,1437,23,1,2.0,Low,169.23
495,San Francisco,Atlanta,American,12,1717,42,1,2.0,High,220.0
496,San Francisco,Denver,United,1,1876,48,0,2.3,Medium,150.0
497,San Francisco,Chicago,United,2,4972,68,0,5.5,Low,208.64
498,Houston,Boston,American,13,2124,89,1,2.3,Low,150.0
499,Atlanta,Chicago,Delta,12,2800,62,0,3.2,Low,150.0
500,San Francisco,Atlanta,United,5,2672,64,1,3.4,Low,167.88
501,Chicago,New York,American,22,2041,61,1,2.4,High,219.23
502,Los Angeles,Seattle,JetBlue,19,4534,35,1,5.2,Low,203.18
503,Miami,Boston,Delta,18,3414,75,1,3.7,Low,185.17
504,Atlanta,Denver,United,20,1229,52,0,2.0,Medium,150.0
505,Denver,Seattle,Southwest,22,3008,82,1,3.6,High,258.51
506,Seattle,Boston,Delta,22,3185,75,1,3.3,High,265.25
507,Los Angeles,Boston,JetBlue,14,2534,84,1,2.9,Low,161.82
508,Houston,Chicago,JetBlue,19,3865,5,1,4.6,Low,423.62
509,Miami,Boston,American,11,4885,27,0,5.1,Low,289.69
510,Houston,Boston,JetBlue,9,1462,29,1,2.0,Low,168.58
511,Houston,Chicago,Southwest,10,2296,26,1,2.8,High,330.87
512,Chicago,Atlanta,American,6,3235,58,1,4.1,Medium,225.86
513,New York,San Francisco,JetBlue,22,2735,31,0,2.9,Medium,174.22
514,New York,Houston,United,21,2945,51,0,3.9,Low,151.13
515,Houston,Miami,Delta,17,3796,28,0,4.1,High,358.85
516,San Francisco,Miami,Southwest,2,2009,40,0,2.9,Low,150.0
517,Denver,Chicago,Southwest,14,4945,55,0,5.6,Medium,258.11
518,Los Angeles,San Francisco,Southwest,18,2137,49,0,2.9,High,200.19
519,San Francisco,New York,United,4,4602,74,1,5.5,High,350.09
520,Boston,Atlanta,JetBlue,2,4212,21,1,4.9,Low,280.21
521,Denver,Boston,Delta,22,4837,48,0,5.6,High,325.42
522,Houston,Boston,Delta,14,1593,33,1,2.0,High,197.92
523,Boston,Atlanta,United,3,2486,71,0,2.5,Low,150.0
524,San Francisco,Atlanta,American,14,2946,11,0,3.8,Medium,372.51
525,Boston,Chicago,JetBlue,9,3931,18,1,4.0,Low,268.03
526,Houston,Boston,Southwest,21,2506,11,1,3.4,Medium,406.54
527,Chicago,Houston,American,20,4364,38,0,4.7,High,273.3
528,New York,Miami,United,22,2262,57,1,3.2,Medium,169.45
529,Los Angeles,Houston,JetBlue,14,1086,67,1,2.0,Low,150.0
530,Boston,Seattle,JetBlue,15,3643,46,1,3.8,Medium,250.13
531,Houston,Los Angeles,JetBlue,7,4960,30,1,5.2,Low,215.62
532,Chicago,San Francisco,American,7,4707,75,0,5.5,High,304.79
533,Atlanta,Seattle,American,4,3481,6,0,3.8,Medium,424.59
534,San Francisco,Los Angeles,United,19,1142,60,0,2.1,Medium,150.0
535,New York,Atlanta,Southwest,8,4446,66,0,5.0,Low,192.09
536,Atlanta,Houston,American,11,4028,80,1,4.9,Low,210.49
537,Houston,New York,Delta,12,3712,44,1,4.2,Medium,223.48
538,Los Angeles,Miami,American,5,4272,55,0,5.0,Low,161.53
539,San Francisco,Boston,American,22,4853,58,1,5.1,Low,227.95
540,Chicago,Denver,JetBlue,21,1223,60,1,2.0,Medium,150.0
541,San Francisco,Denver,Delta,10,3829,56,0,4.4,Medium,209.37
542,Atlanta,New York,Southwest,10,4757,53,1,5.7,High,352.14
543,Atlanta,Los Angeles,Delta,14,4230,48,1,4.4,Medium,272.07
544,Denver,Houston,Southwest,15,3750,64,1,4.2,Medium,239.94
545,Seattle,Denver,United,0,1981,41,0,2.5,Low,150.0
546,San Francisco,Atlanta,JetBlue,2,2036,35,1,2.7,Medium,189.22
547,Denver,Houston,United,15,3263,49,0,3.4,Medium,177.71
548,Atlanta,San Francisco,American,3,2575,4,1,3.1,High,516.6
549,Boston,Houston,American,11,2266,23,1,2.7,Medium,236.42
550,Atlanta,Seattle,JetBlue,15,3617,57,0,4.6,Medium,177.69
551,San Francisco,Miami,United,14,4925,30,0,5.6,High,321.68
552,Chicago,New York,Delta,5,3869,34,1,4.8,High,301.42
553,San Francisco,Houston,United,9,2486,83,0,3.5,Medium,169.39
554,San Francisco,Houston,Southwest,11,4699,10,0,5.4,High,600.0
555,Miami,Los Angeles,American,19,4326,46,1,4.5,High,338.3
556,Houston,San Francisco,Delta,18,3806,11,0,4.3,Low,358.66
557,Miami,Houston,American,4,1499,38,1,2.3,Low,150.0
558,Atlanta,Denver,United,16,3190,65,0,3.3,High,239.58
559,San Francisco,Houston,JetBlue,3,4551,66,1,4.9,Medium,258.45
560,Houston,Boston,Delta,12,1968,70,1,2.3,Low,150.0
561,Miami,Houston,JetBlue,22,4512,83,1,4.7,High,373.68
562,San Francisco,Atlanta,United,3,2812,11,0,2.8,High,453.1
563,Los Angeles,Seattle,Southwest,10,2591,36,0,3.3,Low,150.0
564,Miami,New York,JetBlue,17,1032,30,0,2.0,High,150.0
565,Houston,Boston,JetBlue,20,4726,13,0,5.7,Medium,499.31
566,Miami,San Francisco,United,2,4935,16,1,5.5,Medium,427.6
567,Seattle,Atlanta,Delta,9,2609,10,1,2.8,High,549.19
568,Seattle,Boston,United,17,4799,47,1,5.7,High,375.42
569,Atlanta,Miami,JetBlue,14,4759,5,0,5.7,Medium,515.69
570,Los Angeles,Miami,American,12,2046,70,0,3.0,Low,150.0
571,Chicago,Seattle,American,18,2232,26,0,2.8,Medium,204.11
572,Chicago,Atlanta,JetBlue,13,1369,43,0,2.3,High,160.18
573,Houston,San Francisco,Delta,7,4835,26,1,5.8,High,544.92
574,Boston,San Francisco,JetBlue,19,4369,87,1,5.3,High,347.91
575,Chicago,Los Angeles,American,7,4099,43,0,4.2,High,269.1
576,Houston,San Francisco,Southwest,17,1964,33,1,2.1,Medium,158.17
577,Los Angeles,Seattle,JetBlue,5,2218,39,1,2.5,Low,150.0
578,Boston,Houston,JetBlue,15,1861,88,1,2.3,High,212.64
579,Boston,Seattle,Southwest,12,4520,36,0,4.7,Low,168.48
580,Seattle,Miami,Delta,2,4646,25,1,5.6,Medium,405.49
581,Atlanta,Boston,United,10,1656,78,0,2.4,Low,150.0
582,San Francisco,New York,American,6,4751,18,0,5.4,Medium,329.04
583,Boston,Denver,American,22,2797,70,0,3.8,Medium,168.78
584,New York,Houston,United,18,3586,34,1,3.9,Low,198.41
585,Houston,Chicago,United,13,2299,2,1,3.0,Low,295.55
586,Boston,New York,United,13,4602,39,1,5.6,High,373.44
587,Boston,Miami,United,18,4326,37,0,4.4,High,279.39
588,Denver,Atlanta,American,10,4140,45,0,4.7,High,284.24
589,New York,Denver,JetBlue,17,3639,52,1,4.4,Low,171.17
590,Denver,Boston,JetBlue,22,2664,52,1,2.7,Medium,191.07
591,Boston,Atlanta,Southwest,7,4233,75,1,5.1,Low,191.04
592,San Francisco,Miami,JetBlue,5,1138,84,1,2.0,Medium,150.0
593,New York,Chicago,Delta,21,2122,2,0,2.3,High,382.95
594,Seattle,Houston,Delta,21,4548,61,1,5.4,Medium,278.98
595,Miami,Seattle,United,2,1328,84,1,2.0,Medium,150.0
596,Boston,Houston,Southwest,23,4371,66,1,4.7,High,338.31
597,Boston,San Francisco,American,22,4192,20,0,4.7,Medium,299.42
598,Atlanta,Denver,JetBlue,18,4852,51,0,5.8,High,305.58
599,Atlanta,Houston,JetBlue,15,3013,30,0,3.5,High,221.75
600,Denver,San Francisco,American,3,2929,30,0,3.8,Low,150.0
601,Houston,Atlanta,Delta,18,4018,27,1,4.1,Medium,361.72
602,San Francisco,Seattle,United,19,2691,61,1,2.9,High,257.33
603,Houston,Miami,Southwest,14,4794,30,0,5.1,Low,186.44
604,Miami,San Francisco,Delta,10,4445,67,0,4.9,High,295.77
605,Boston,San Francisco,Southwest,17,2362,76,1,2.8,Medium,172.64
606,San Francisco,Seattle,United,3,3938,71,0,4.0,Low,152.23
607,New York,Chicago,JetBlue,14,2730,60,1,3.5,Low,150.0
608,Boston,Seattle,United,5,4591,60,1,5.4,Medium,265.94
609,Seattle,Chicago,Delta,9,4762,44,0,5.2,Medium,229.54
610,Boston,Chicago,JetBlue,12,4359,11,1,4.4,Medium,578.76
611,Chicago,Atlanta,United,2,1411,41,1,2.0,Medium,150.0
612,San Francisco,Chicago,JetBlue,19,4376,25,0,4.5,High,427.3
613,Chicago,Miami,JetBlue,3,1656,55,1,2.6,Low,150.0
614,Denver,Atlanta,Southwest,21,3860,90,0,4.5,Low,159.09
615,Atlanta,New York,Southwest,19,2068,54,1,2.8,Medium,152.53
616,New York,Atlanta,Delta,12,3073,27,0,3.1,Medium,262.22
617,Boston,New York,United,10,1271,57,0,2.0,Low,150.0
618,Denver,Los Angeles,American,15,2441,58,0,3.3,Medium,150.0
619,Denver,New York,United,20,2723,72,0,3.1,High,203.21
620,New York,Los Angeles,JetBlue,21,3466,4,1,3.5,Low,389.96
621,Los Angeles,Boston,Delta,1,3986,48,0,4.7,Low,181.85
622,Boston,Chicago,Delta,2,4331,18,1,5.0,Medium,382.19
623,Chicago,Houston,American,6,3243,74,0,3.6,High,243.28
624,San Francisco,Los Angeles,JetBlue,4,4021,17,1,4.8,Medium,372.72
625,Chicago,Miami,JetBlue,18,2338,40,0,3.2,High,178.06
626,New York,Atlanta,Delta,20,2856,2,0,3.6,High,478.44
627,Miami,Houston,Delta,0,3847,64,0,4.3,High,271.49
628,Boston,Atlanta,American,4,1112,85,1,2.0,Medium,150.0
629,Seattle,San Francisco,American,21,4121,46,1,5.1,High,351.19
630,Houston,Seattle,Southwest,4,1213,44,0,2.0,Medium,150.0
631,San Francisco,New York,Delta,14,3627,29,1,4.2,Medium,320.2
632,Seattle,Denver,American,17,3627,54,1,4.1,Low,179.78
633,Seattle,Denver,JetBlue,9,1752,55,0,2.0,Medium,150.0
634,Boston,San Francisco,Southwest,12,3581,88,1,4.5,High,289.62
635,Miami,San Francisco,Delta,19,2816,52,1,3.7,Medium,197.94
636,Boston,New York,American,18,4240,89,1,4.3,High,354.1
637,Miami,New York,Delta,14,3625,69,1,4.3,Medium,221.22
638,Los Angeles,Atlanta,Southwest,6,1557,39,1,2.0,Medium,151.63
639,San Francisco,Atlanta,United,6,1012,42,1,2.0,High,165.63
640,New York,Boston,Delta,21,2641,76,1,2.8,Medium,175.12
641,Atlanta,New York,Delta,10,1819,3,1,2.6,Medium,348.73
642,New York,Miami,Delta,9,3573,73,0,4.4,Low,150.0
643,Seattle,Atlanta,Delta,18,2251,5,0,2.4,Low,269.34
644,Houston,Miami,American,21,2285,18,1,2.4,High,321.33
645,Los Angeles,Atlanta,United,9,3358,20,1,3.7,Low,275.12
646,New York,Miami,JetBlue,13,1336,43,1,2.0,Medium,150.0
647,New York,Houston,Delta,22,1453,73,0,2.3,Medium,150.0
648,Houston,Atlanta,JetBlue,11,1646,81,0,2.4,Medium,150.0
649,Houston,Boston,American,2,2022,78,1,2.9,High,214.72
650,New York,Chicago,United,18,3115,78,1,3.1,Medium,225.38
651,Denver,Los Angeles,Southwest,0,3922,74,1,3.9,High,324.47
652,Chicago,Los Angeles,Southwest,19,4971,51,1,5.8,Low,216.79
653,Houston,Atlanta,Southwest,16,4144,49,1,5.0,Low,197.15
654,Chicago,Denver,Southwest,12,4402,27,0,5.0,High,402.32
655,San Francisco,Houston,Southwest,4,3659,51,0,3.8,Low,150.0
656,Los Angeles,Houston,United,9,4125,9,0,4.8,Medium,467.24
657,Denver,Los Angeles,Delta,1,1532,69,0,2.4,High,165.47
658,Houston,Atlanta,Southwest,11,4469,50,0,4.9,High,286.15
659,San Francisco,Miami,Delta,17,3433,25,1,4.3,High,410.61
660,Miami,Seattle,JetBlue,1,3808,61,0,4.6,Low,165.48
661,Seattle,Miami,Delta,0,2680,14,1,2.8,High,371.82
662,Chicago,Boston,JetBlue,22,4246,43,0,4.4,Low,184.11
663,Denver,Los Angeles,Delta,17,4847,73,1,5.6,Low,226.36
664,Denver,Seattle,JetBlue,11,2308,58,0,2.5,High,182.36
665,Los Angeles,Boston,Delta,3,2849,82,1,3.6,Medium,193.37
666,Chicago,San Francisco,Delta,9,2959,39,1,3.0,Low,163.41
667,Miami,Denver,United,0,4577,12,0,4.7,Low,403.3
668,Los Angeles,Houston,JetBlue,7,4011,22,0,5.0,Medium,295.28
669,Denver,Houston,Delta,13,1546,14,1,2.0,Low,179.22
670,New York,Miami,United,22,2067,87,1,2.9,Medium,171.95
671,Miami,Los Angeles,United,18,1710,71,0,2.0,Medium,150.0
672,Denver,New York,JetBlue,12,3815,23,0,3.9,Medium,283.13
673,Boston,Los Angeles,Delta,20,3429,5,1,3.5,Low,402.02
674,Boston,New York,United,10,4386,89,0,4.7,Medium,206.8
675,Houston,Boston,Southwest,22,2341,78,1,2.9,Low,160.8
676,Los Angeles,Boston,Southwest,12,4274,63,1,4.8,High,355.44
677,Denver,Atlanta,Southwest,12,2154,4,1,2.4,Low,290.75
678,Houston,San Francisco,Delta,12,1813,24,1,2.8,Low,202.31
679,Los Angeles,New York,Southwest,13,1345,26,0,2.0,Low,150.0
680,Miami,New York,American,17,2697,9,1,2.9,Medium,416.92
681,Denver,Chicago,JetBlue,6,2505,50,0,2.8,Medium,167.69
682,Los Angeles,Boston,American,21,1745,37,1,2.4,Low,150.0
683,Denver,San Francisco,American,5,2611,27,1,3.5,Low,235.98
684,New York,Boston,Southwest,15,4589,30,1,4.7,Low,203.08
685,Seattle,Chicago,JetBlue,4,2545,38,1,2.7,Low,150.0
686,Atlanta,Denver,United,6,4869,85,1,4.9,Medium,277.66
687,Boston,Los Angeles,American,17,4418,68,0,4.6,Low,186.73
688,Seattle,Atlanta,United,12,4622,9,0,4.8,High,600.0
689,Los Angeles,New York,United,11,3336,59,1,3.5,Low,186.62
690,Atlanta,Houston,Delta,13,1919,8,0,2.5,Low,226.89
691,Seattle,Houston,JetBlue,4,1084,48,0,2.1,High,158.69
692,New York,Denver,JetBlue,9,4883,67,0,5.6,High,329.63
693,Boston,San Francisco,American,21,1094,2,0,2.0,Medium,212.98
694,San Francisco,Miami,Delta,4,4781,22,1,4.9,Low,308.87
695,Los Angeles,New York,Delta,4,3287,42,1,3.5,Medium,217.14
696,Boston,Los Angeles,Delta,0,3650,53,1,4.0,Low,186.29
697,Seattle,Miami,JetBlue,2,3506,51,0,4.5,Medium,183.9
698,San Francisco,Atlanta,JetBlue,20,3566,21,1,3.7,Low,258.79
699,Chicago,Denver,Southwest,0,1936,15,0,2.6,Medium,199.83
700,Boston,New York,JetBlue,4,4714,17,1,5.3,High,536.28
701,Chicago,San Francisco,JetBlue,23,1364,69,0,2.0,High,153.27
702,Atlanta,Seattle,Delta,15,4990,54,1,5.5,Medium,310.3
703,Miami,New York,United,21,2894,62,0,3.2,High,233.56
704,Denver,Houston,American,13,1812,9,1,2.2,Low,283.7
705,Atlanta,Denver,United,4,2072,50,0,2.9,Medium,150.0
706,San Francisco,Chicago,American,2,3872,27,1,4.6,High,460.26
707,San Francisco,Boston,Southwest,4,4489,17,0,5.0,Medium,324.49
708,Boston,Los Angeles,JetBlue,20,1691,27,1,2.3,Medium,208.6
709,Denver,Miami,American,13,1203,40,1,2.2,High,194.18
710,Miami,Chicago,American,14,2642,56,0,2.9,Low,150.0
711,Seattle,Denver,American,22,3531,86,1,4.3,Low,204.74
712,Houston,Chicago,American,19,2756,61,0,2.8,Medium,165.09
713,Los Angeles,Denver,JetBlue,13,3459,21,0,3.5,Low,231.63
714,Miami,Boston,United,19,2065,78,0,2.4,Medium,150.0
715,San Francisco,Atlanta,American,5,1611,74,0,2.3,Low,150.0
716,Houston,Seattle,Delta,14,1364,40,1,2.0,Medium,150.0
717,San Francisco,Boston,American,16,4924,76,1,5.7,Medium,298.28
718,Denver,Chicago,JetBlue,13,2507,26,0,2.6,Medium,207.65
719,Denver,Los Angeles,Delta,17,1696,65,1,2.5,High,215.92
720,Boston,Atlanta,JetBlue,14,4879,88,0,5.6,High,302.55
721,Seattle,Houston,Southwest,12,3323,59,0,3.3,Medium,202.96
722,New York,Boston,JetBlue,11,1480,36,0,2.2,High,150.0
723,San Francisco,Los Angeles,Delta,7,1057,26,0,2.0,Medium,163.45
724,Seattle,Boston,United,5,3943,1,1,4.5,High,600.0
725,Chicago,Houston,Delta,13,3153,19,0,4.1,Low,219.26
726,San Francisco,Los Angeles,United,19,2782,58,0,3.1,Medium,157.68
727,Houston,Seattle,Delta,0,4167,9,0,4.8,Medium,455.13
728,Seattle,Denver,American,18,4768,52,0,5.4,High,316.3
729,Miami,Denver,JetBlue,15,4802,78,1,4.9,High,367.18
730,Seattle,Denver,Southwest,23,2858,32,0,3.1,High,209.91
731,Miami,Boston,United,7,4388,68,0,5.2,Low,164.52
732,Denver,Seattle,United,22,3759,43,1,4.2,Low,177.59
733,Miami,New York,American,16,3024,73,1,3.8,High,258.09
734,Atlanta,Miami,American,8,1485,63,0,2.0,Low,150.0
735,New York,San Francisco,Delta,13,1919,59,0,2.4,Low,150.0
736,Atlanta,San Francisco,United,17,3922,60,0,4.7,Medium,216.12
737,Houston,Chicago,JetBlue,18,1832,74,1,2.1,Medium,172.44
738,Los Angeles,Seattle,Delta,11,1780,6,0,2.8,Medium,285.28
739,Houston,Atlanta,American,1,4875,12,0,5.1,High,600.0
740,Boston,Denver,United,1,4530,37,1,5.1,Low,207.35
741,San Francisco,Boston,Southwest,18,4331,83,1,4.4,High,349.41
742,Atlanta,Chicago,Southwest,15,4203,59,0,4.6,High,287.47
743,Houston,Denver,United,22,2090,45,1,2.6,Medium,159.7
744,San Francisco,Boston,JetBlue,11,2179,90,0,2.6,Low,150.0
745,San Francisco,Los Angeles,United,3,4057,39,0,5.0,High,271.79
746,San Francisco,Denver,JetBlue,18,3024,51,0,3.9,Low,150.0
747,New York,Miami,American,15,2564,79,0,3.5,Low,150.0
748,Los Angeles,Houston,JetBlue,22,1533,23,0,2.0,Medium,191.95
749,Miami,Los Angeles,JetBlue,2,2766,54,1,3.7,Low,174.33
750,Houston,Los Angeles,United,4,4507,32,0,5.0,Low,191.13
751,Boston,Miami,United,23,1846,23,0,2.0,Low,172.09
752,Houston,Chicago,Southwest,23,3457,80,0,4.2,Medium,207.72
753,Miami,Boston,American,16,1882,56,1,2.3,Medium,167.52
754,Denver,Chicago,Delta,8,4375,59,1,4.4,Low,214.4
755,Seattle,Boston,United,14,2159,50,0,2.3,Medium,155.9
756,San Francisco,Seattle,American,16,3976,85,0,4.3,Medium,202.26
757,Atlanta,Seattle,American,2,3773,24,0,4.8,High,370.82
758,Atlanta,Los Angeles,Southwest,16,1775,90,1,2.4,Low,150.0
759,Seattle,Los Angeles,United,19,2713,73,1,3.1,Medium,197.97
760,Boston,New York,United,2,1738,13,0,2.0,Low,220.57
761,Atlanta,Miami,American,7,2673,51,1,3.5,Medium,198.37
762,Seattle,San Francisco,United,15,4245,90,0,4.9,Medium,233.14
763,Seattle,Houston,Southwest,20,1597,6,1,2.0,Medium,339.4
764,San Francisco,Miami,Southwest,23,1117,31,0,2.0,High,150.0
765,Miami,Los Angeles,Southwest,21,2188,21,1,2.4,Medium,238.67
766,Miami,Chicago,United,21,4998,36,0,5.1,Low,208.76
767,Miami,Los Angeles,United,2,2072,81,1,2.5,Medium,190.91
768,Houston,Chicago,Southwest,21,1964,69,0,2.1,Medium,150.0
769,Los Angeles,Boston,JetBlue,20,3530,38,0,3.9,Low,150.0
770,Houston,San Francisco,Delta,17,2847,86,1,2.9,Low,174.0
771,Seattle,Atlanta,American,18,4716,9,1,5.1,Medium,588.92
772,Los Angeles,Atlanta,JetBlue,9,2017,90,1,2.3,High,204.44
773,Atlanta,Houston,Delta,19,2514,28,1,3.5,High,355.98
774,Chicago,Boston,United,1,3387,64,0,3.9,Low,167.81
775,Houston,Los Angeles,American,10,3802,53,0,4.0,Medium,192.85
776,Houston,New York,JetBlue,17,3651,71,1,4.1,Low,184.97
777,San Francisco,Los Angeles,American,0,2876,16,0,3.6,Medium,242.69
778,Miami,Seattle,United,15,1351,48,0,2.0,High,160.58
779,Denver,Atlanta,Delta,14,1042,10,0,2.0,High,287.15
780,Atlanta,Los Angeles,Delta,16,2920,14,0,3.1,Low,188.15
781,Denver,Seattle,Delta,15,1545,65,1,2.5,High,212.72
782,Miami,Denver,JetBlue,18,4569,42,1,4.6,Medium,260.69
783,Los Angeles,Seattle,Delta,23,2324,53,1,3.3,Low,154.28
